Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
559,Globex Corp 559,globexcorp559.com,2018,Chemicals,5001-10000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/globexcorp559,8999,9429
560,Initech Corp 560,initechcorp560.com,1964,Food & Beverage,201-500,"Los Angeles, England, USA",USA,https://linkedin.com/company/initechcorp560,3311,3722
561,Wayne Corp 561,waynecorp561.com,1976,Software,5001-10000,"Palo Alto, England, UK",UK,https://linkedin.com/company/waynecorp561,1288,1672
562,Hooli Corp 562,hoolicorp562.com,1984,Industrial,501-1000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/hoolicorp562,6128,6485
563,Tyrell Corp 563,tyrellcorp563.com,1976,Chemicals,501-1000,"New York, CA, UK",UK,https://linkedin.com/company/tyrellcorp563,5421,5831
564,Wayne Corp 564,waynecorp564.com,1972,Engineering,501-1000,"New York, NY, UK",UK,https://linkedin.com/company/waynecorp564,1345,1433
565,Umbrella Corp 565,umbrellacorp565.com,1997,Finance,1001-5000,"Los Angeles, State, USA",USA,https://linkedin.com/company/umbrellacorp565,3337,3778
566,Wonka Corp 566,wonkacorp566.com,1969,Food & Beverage,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/wonkacorp566,3422,3505
567,Hooli Corp 567,hoolicorp567.com,1992,Industrial,1001-5000,"New York, State, UK",UK,https://linkedin.com/company/hoolicorp567,4924,5322
568,Stark Corp 568,starkcorp568.com,1960,Engineering,201-500,"San Francisco, England, UK",UK,https://linkedin.com/company/starkcorp568,6557,6855
569,Oscorp Corp 569,oscorpcorp569.com,2021,Engineering,201-500,"Raccoon City, CA, USA",USA,https://linkedin.com/company/oscorpcorp569,2495,2801
570,Tyrell Corp 570,tyrellcorp570.com,2017,Tech,11-50,"Palo Alto, NY, UK",UK,https://linkedin.com/company/tyrellcorp570,9085,9453
571,Hooli Corp 571,hoolicorp571.com,1970,Pharma,11-50,"London, State, UK",UK,https://linkedin.com/company/hoolicorp571,1695,1868
572,Stark Corp 572,starkcorp572.com,2003,Biotech,501-1000,"San Francisco, England, USA",USA,https://linkedin.com/company/starkcorp572,7468,7901
573,Oscorp Corp 573,oscorpcorp573.com,2017,Biotech,51-200,"Raccoon City, State, UK",UK,https://linkedin.com/company/oscorpcorp573,1321,1470
574,Initech Corp 574,initechcorp574.com,1976,Biotech,11-50,"Raccoon City, CA, USA",USA,https://linkedin.com/company/initechcorp574,5808,5995
575,Stark Corp 575,starkcorp575.com,2020,Pharma,501-1000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/starkcorp575,3609,3763
576,Initech Corp 576,initechcorp576.com,2009,Biotech,501-1000,"New York, England, USA",USA,https://linkedin.com/company/initechcorp576,6771,7219
577,Tyrell Corp 577,tyrellcorp577.com,1964,Chemicals,5001-10000,"New York, England, USA",USA,https://linkedin.com/company/tyrellcorp577,9396,9470
578,Oscorp Corp 578,oscorpcorp578.com,2016,Technology,201-500,"San Francisco, NY, UK",UK,https://linkedin.com/company/oscorpcorp578,8397,8879
579,Umbrella Corp 579,umbrellacorp579.com,2002,Industrial,5001-10000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/umbrellacorp579,6944,7048
580,Wonka Corp 580,wonkacorp580.com,2004,Engineering,501-1000,"San Francisco, England, USA",USA,https://linkedin.com/company/wonkacorp580,6525,6704
581,Stark Corp 581,starkcorp581.com,2018,Biotech,11-50,"New York, State, UK",UK,https://linkedin.com/company/starkcorp581,8886,9036
582,Acme Corp 582,acmecorp582.com,2020,Software,1001-5000,"Gotham, England, USA",USA,https://linkedin.com/company/acmecorp582,1076,1147
583,Wonka Corp 583,wonkacorp583.com,1993,Finance,201-500,"New York, CA, USA",USA,https://linkedin.com/company/wonkacorp583,5249,5422
584,Initech Corp 584,initechcorp584.com,1990,Software,201-500,"Gotham, England, USA",USA,https://linkedin.com/company/initechcorp584,456,605
585,Stark Corp 585,starkcorp585.com,1963,Technology,201-500,"Palo Alto, NY, USA",USA,https://linkedin.com/company/starkcorp585,9897,10264
586,Wayne Corp 586,waynecorp586.com,1965,Software,11-50,"London, State, USA",USA,https://linkedin.com/company/waynecorp586,4728,4810
587,Hooli Corp 587,hoolicorp587.com,2006,Chemicals,201-500,"London, State, USA",USA,https://linkedin.com/company/hoolicorp587,710,935
588,Tyrell Corp 588,tyrellcorp588.com,2022,Engineering,201-500,"San Francisco, England, USA",USA,https://linkedin.com/company/tyrellcorp588,121,554
589,Stark Corp 589,starkcorp589.com,2009,Engineering,201-500,"Los Angeles, NY, UK",UK,https://linkedin.com/company/starkcorp589,7101,7237
590,Acme Corp 590,acmecorp590.com,1982,Biotech,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/acmecorp590,1135,1311
591,Umbrella Corp 591,umbrellacorp591.com,2002,Pharma,501-1000,"London, NY, UK",UK,https://linkedin.com/company/umbrellacorp591,2685,3153
592,Umbrella Corp 592,umbrellacorp592.com,1997,Industrial,51-200,"San Francisco, NY, UK",UK,https://linkedin.com/company/umbrellacorp592,2355,2541
593,Umbrella Corp 593,umbrellacorp593.com,1989,Chemicals,1001-5000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/umbrellacorp593,8042,8129
594,Wonka Corp 594,wonkacorp594.com,2000,Software,1001-5000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/wonkacorp594,5837,5982
595,Wonka Corp 595,wonkacorp595.com,1978,Chemicals,51-200,"Palo Alto, CA, UK",UK,https://linkedin.com/company/wonkacorp595,9013,9017
596,Umbrella Corp 596,umbrellacorp596.com,1981,Finance,1001-5000,"Los Angeles, CA, USA",USA,https://linkedin.com/company/umbrellacorp596,6510,6513
597,Oscorp Corp 597,oscorpcorp597.com,1999,Biotech,5001-10000,"New York, CA, USA",USA,https://linkedin.com/company/oscorpcorp597,4079,4145
598,Wayne Corp 598,waynecorp598.com,1981,Engineering,5001-10000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/waynecorp598,5079,5416
599,Acme Corp 599,acmecorp599.com,1995,Finance,501-1000,"New York, England, USA",USA,https://linkedin.com/company/acmecorp599,3813,3935
600,Tyrell Corp 600,tyrellcorp600.com,1979,Engineering,51-200,"San Francisco, CA, USA",USA,https://linkedin.com/company/tyrellcorp600,5721,5869
601,Acme Corp 601,acmecorp601.com,1983,Food & Beverage,1001-5000,"Los Angeles, NY, UK",UK,https://linkedin.com/company/acmecorp601,5802,5986
602,Tyrell Corp 602,tyrellcorp602.com,1965,Pharma,11-50,"New York, England, USA",USA,https://linkedin.com/company/tyrellcorp602,1276,1389
603,Tyrell Corp 603,tyrellcorp603.com,1967,Food & Beverage,5001-10000,"Gotham, NY, USA",USA,https://linkedin.com/company/tyrellcorp603,9545,9972
604,Globex Corp 604,globexcorp604.com,2020,Finance,5001-10000,"San Francisco, CA, UK",UK,https://linkedin.com/company/globexcorp604,2481,2780
605,Wonka Corp 605,wonkacorp605.com,2011,Finance,1001-5000,"Los Angeles, England, UK",UK,https://linkedin.com/company/wonkacorp605,6204,6356
606,Umbrella Corp 606,umbrellacorp606.com,1965,Industrial,51-200,"Raccoon City, State, USA",USA,https://linkedin.com/company/umbrellacorp606,2317,2636
607,Wonka Corp 607,wonkacorp607.com,2022,Chemicals,51-200,"Palo Alto, England, UK",UK,https://linkedin.com/company/wonkacorp607,3400,3621
608,Wayne Corp 608,waynecorp608.com,1990,Industrial,51-200,"New York, England, UK",UK,https://linkedin.com/company/waynecorp608,8820,8989
609,Wayne Corp 609,waynecorp609.com,1965,Engineering,501-1000,"London, England, USA",USA,https://linkedin.com/company/waynecorp609,9890,10124
610,Hooli Corp 610,hoolicorp610.com,2001,Engineering,51-200,"Palo Alto, England, USA",USA,https://linkedin.com/company/hoolicorp610,2903,3120
611,Globex Corp 611,globexcorp611.com,2022,Pharma,5001-10000,"London, State, USA",USA,https://linkedin.com/company/globexcorp611,833,981
612,Stark Corp 612,starkcorp612.com,1964,Food & Beverage,5001-10000,"Gotham, State, UK",UK,https://linkedin.com/company/starkcorp612,9016,9431
613,Hooli Corp 613,hoolicorp613.com,1977,Tech,501-1000,"San Francisco, State, USA",USA,https://linkedin.com/company/hoolicorp613,7586,7641
614,Initech Corp 614,initechcorp614.com,1980,Software,11-50,"Palo Alto, State, UK",UK,https://linkedin.com/company/initechcorp614,2491,2967
615,Wayne Corp 615,waynecorp615.com,1991,Biotech,1001-5000,"London, England, USA",USA,https://linkedin.com/company/waynecorp615,461,554
616,Tyrell Corp 616,tyrellcorp616.com,1993,Industrial,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/tyrellcorp616,2367,2672
617,Initech Corp 617,initechcorp617.com,2010,Finance,5001-10000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/initechcorp617,4988,5006
618,Tyrell Corp 618,tyrellcorp618.com,1968,Technology,201-500,"London, NY, USA",USA,https://linkedin.com/company/tyrellcorp618,9099,9221
619,Tyrell Corp 619,tyrellcorp619.com,1990,Technology,201-500,"New York, State, USA",USA,https://linkedin.com/company/tyrellcorp619,9592,9823
620,Acme Corp 620,acmecorp620.com,2016,Tech,51-200,"Raccoon City, NY, UK",UK,https://linkedin.com/company/acmecorp620,9816,10021
621,Stark Corp 621,starkcorp621.com,2020,Food & Beverage,1001-5000,"Raccoon City, State, UK",UK,https://linkedin.com/company/starkcorp621,50,482
622,Oscorp Corp 622,oscorpcorp622.com,2011,Finance,5001-10000,"San Francisco, England, USA",USA,https://linkedin.com/company/oscorpcorp622,2711,2925
623,Initech Corp 623,initechcorp623.com,1964,Industrial,11-50,"London, State, USA",USA,https://linkedin.com/company/initechcorp623,2593,2843
624,Initech Corp 624,initechcorp624.com,2012,Industrial,11-50,"Los Angeles, NY, UK",UK,https://linkedin.com/company/initechcorp624,6851,7342
625,Initech Corp 625,initechcorp625.com,2009,Finance,501-1000,"London, NY, UK",UK,https://linkedin.com/company/initechcorp625,4983,5212
626,Oscorp Corp 626,oscorpcorp626.com,1960,Engineering,501-1000,"Raccoon City, State, UK",UK,https://linkedin.com/company/oscorpcorp626,5265,5649
627,Wayne Corp 627,waynecorp627.com,2014,Tech,51-200,"New York, State, USA",USA,https://linkedin.com/company/waynecorp627,6427,6851
628,Hooli Corp 628,hoolicorp628.com,1973,Tech,1001-5000,"Gotham, State, USA",USA,https://linkedin.com/company/hoolicorp628,361,545
629,Oscorp Corp 629,oscorpcorp629.com,2009,Industrial,501-1000,"Palo Alto, CA, USA",USA,https://linkedin.com/company/oscorpcorp629,4967,5250
630,Wayne Corp 630,waynecorp630.com,2011,Industrial,1001-5000,"New York, State, UK",UK,https://linkedin.com/company/waynecorp630,3026,3418
631,Oscorp Corp 631,oscorpcorp631.com,2017,Food & Beverage,5001-10000,"Los Angeles, State, UK",UK,https://linkedin.com/company/oscorpcorp631,2898,2913
632,Hooli Corp 632,hoolicorp632.com,1983,Chemicals,201-500,"London, England, USA",USA,https://linkedin.com/company/hoolicorp632,6322,6542
633,Hooli Corp 633,hoolicorp633.com,1967,Finance,501-1000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/hoolicorp633,5372,5787
634,Acme Corp 634,acmecorp634.com,2002,Technology,51-200,"Los Angeles, CA, UK",UK,https://linkedin.com/company/acmecorp634,4636,4954
635,Stark Corp 635,starkcorp635.com,2022,Technology,1001-5000,"London, England, UK",UK,https://linkedin.com/company/starkcorp635,9533,9563
636,Wonka Corp 636,wonkacorp636.com,2008,Engineering,11-50,"New York, CA, USA",USA,https://linkedin.com/company/wonkacorp636,3652,3773
637,Wayne Corp 637,waynecorp637.com,2012,Industrial,5001-10000,"New York, CA, UK",UK,https://linkedin.com/company/waynecorp637,9818,9974
638,Umbrella Corp 638,umbrellacorp638.com,1986,Tech,501-1000,"Palo Alto, State, UK",UK,https://linkedin.com/company/umbrellacorp638,5134,5526
639,Stark Corp 639,starkcorp639.com,1990,Engineering,1001-5000,"New York, England, USA",USA,https://linkedin.com/company/starkcorp639,8560,8817
640,Wonka Corp 640,wonkacorp640.com,1991,Biotech,5001-10000,"London, NY, UK",UK,https://linkedin.com/company/wonkacorp640,2887,3349
641,Initech Corp 641,initechcorp641.com,2017,Food & Beverage,501-1000,"San Francisco, England, UK",UK,https://linkedin.com/company/initechcorp641,9181,9636
642,Wayne Corp 642,waynecorp642.com,1968,Technology,1001-5000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/waynecorp642,3284,3563
643,Hooli Corp 643,hoolicorp643.com,2017,Engineering,501-1000,"San Francisco, CA, USA",USA,https://linkedin.com/company/hoolicorp643,1723,2143
644,Wonka Corp 644,wonkacorp644.com,2003,Tech,501-1000,"Gotham, NY, USA",USA,https://linkedin.com/company/wonkacorp644,5629,5812
645,Umbrella Corp 645,umbrellacorp645.com,1979,Finance,201-500,"New York, State, USA",USA,https://linkedin.com/company/umbrellacorp645,3184,3457
646,Initech Corp 646,initechcorp646.com,1985,Engineering,201-500,"Raccoon City, England, USA",USA,https://linkedin.com/company/initechcorp646,3593,3909
647,Tyrell Corp 647,tyrellcorp647.com,2003,Pharma,5001-10000,"Gotham, NY, USA",USA,https://linkedin.com/company/tyrellcorp647,8491,8603
648,Initech Corp 648,initechcorp648.com,1986,Food & Beverage,51-200,"London, England, USA",USA,https://linkedin.com/company/initechcorp648,9400,9616
649,Tyrell Corp 649,tyrellcorp649.com,1996,Chemicals,1001-5000,"Raccoon City, CA, USA",USA,https://linkedin.com/company/tyrellcorp649,3264,3499
650,Umbrella Corp 650,umbrellacorp650.com,1995,Pharma,501-1000,"London, NY, UK",UK,https://linkedin.com/company/umbrellacorp650,4185,4186
651,Initech Corp 651,initechcorp651.com,1974,Software,51-200,"Palo Alto, State, USA",USA,https://linkedin.com/company/initechcorp651,2658,2989
652,Wonka Corp 652,wonkacorp652.com,2011,Biotech,201-500,"Palo Alto, NY, USA",USA,https://linkedin.com/company/wonkacorp652,4043,4332
653,Globex Corp 653,globexcorp653.com,1979,Food & Beverage,51-200,"New York, NY, UK",UK,https://linkedin.com/company/globexcorp653,3983,4002
654,Hooli Corp 654,hoolicorp654.com,1984,Biotech,501-1000,"London, CA, USA",USA,https://linkedin.com/company/hoolicorp654,5395,5654
655,Wonka Corp 655,wonkacorp655.com,1981,Chemicals,201-500,"Raccoon City, NY, UK",UK,https://linkedin.com/company/wonkacorp655,8741,8808
656,Umbrella Corp 656,umbrellacorp656.com,1993,Finance,501-1000,"New York, NY, USA",USA,https://linkedin.com/company/umbrellacorp656,7869,7939
657,Wayne Corp 657,waynecorp657.com,1979,Technology,51-200,"Los Angeles, CA, UK",UK,https://linkedin.com/company/waynecorp657,3125,3549
658,Initech Corp 658,initechcorp658.com,1998,Food & Beverage,5001-10000,"San Francisco, England, UK",UK,https://linkedin.com/company/initechcorp658,7463,7849
659,Oscorp Corp 659,oscorpcorp659.com,2012,Biotech,11-50,"Los Angeles, State, USA",USA,https://linkedin.com/company/oscorpcorp659,7027,7195
660,Wayne Corp 660,waynecorp660.com,2014,Engineering,51-200,"Gotham, CA, UK",UK,https://linkedin.com/company/waynecorp660,3842,4261
661,Wonka Corp 661,wonkacorp661.com,1999,Tech,201-500,"San Francisco, England, UK",UK,https://linkedin.com/company/wonkacorp661,8836,9089
662,Hooli Corp 662,hoolicorp662.com,2003,Chemicals,5001-10000,"Los Angeles, State, USA",USA,https://linkedin.com/company/hoolicorp662,4374,4631
663,Wayne Corp 663,waynecorp663.com,1965,Software,51-200,"London, CA, UK",UK,https://linkedin.com/company/waynecorp663,7962,8107
664,Acme Corp 664,acmecorp664.com,2006,Food & Beverage,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/acmecorp664,5618,5741
665,Oscorp Corp 665,oscorpcorp665.com,2022,Finance,51-200,"San Francisco, NY, USA",USA,https://linkedin.com/company/oscorpcorp665,2364,2642
666,Tyrell Corp 666,tyrellcorp666.com,1967,Tech,11-50,"Gotham, State, UK",UK,https://linkedin.com/company/tyrellcorp666,3064,3191
667,Globex Corp 667,globexcorp667.com,2022,Tech,501-1000,"New York, CA, USA",USA,https://linkedin.com/company/globexcorp667,5018,5496
668,Acme Corp 668,acmecorp668.com,1990,Technology,11-50,"New York, NY, UK",UK,https://linkedin.com/company/acmecorp668,4938,5325
669,Hooli Corp 669,hoolicorp669.com,1987,Food & Beverage,501-1000,"London, CA, USA",USA,https://linkedin.com/company/hoolicorp669,8525,8915
670,Acme Corp 670,acmecorp670.com,1982,Engineering,51-200,"Raccoon City, England, UK",UK,https://linkedin.com/company/acmecorp670,6025,6234
671,Acme Corp 671,acmecorp671.com,1984,Biotech,5001-10000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/acmecorp671,3184,3321
672,Hooli Corp 672,hoolicorp672.com,2000,Chemicals,201-500,"Palo Alto, State, UK",UK,https://linkedin.com/company/hoolicorp672,5328,5744
673,Oscorp Corp 673,oscorpcorp673.com,2017,Engineering,501-1000,"London, State, UK",UK,https://linkedin.com/company/oscorpcorp673,7505,7868
674,Wayne Corp 674,waynecorp674.com,1988,Tech,5001-10000,"London, NY, UK",UK,https://linkedin.com/company/waynecorp674,4812,5035
675,Globex Corp 675,globexcorp675.com,1966,Finance,5001-10000,"London, State, UK",UK,https://linkedin.com/company/globexcorp675,6408,6650
676,Umbrella Corp 676,umbrellacorp676.com,1988,Biotech,11-50,"San Francisco, State, USA",USA,https://linkedin.com/company/umbrellacorp676,5572,6002
677,Acme Corp 677,acmecorp677.com,1961,Food & Beverage,1001-5000,"Los Angeles, England, UK",UK,https://linkedin.com/company/acmecorp677,2168,2248
678,Acme Corp 678,acmecorp678.com,1998,Tech,201-500,"Los Angeles, England, UK",UK,https://linkedin.com/company/acmecorp678,5588,5988
679,Oscorp Corp 679,oscorpcorp679.com,2007,Engineering,5001-10000,"London, State, USA",USA,https://linkedin.com/company/oscorpcorp679,7559,7853
680,Stark Corp 680,starkcorp680.com,1978,Biotech,201-500,"New York, CA, USA",USA,https://linkedin.com/company/starkcorp680,9431,9760
681,Tyrell Corp 681,tyrellcorp681.com,1980,Engineering,201-500,"London, CA, UK",UK,https://linkedin.com/company/tyrellcorp681,4139,4421
682,Oscorp Corp 682,oscorpcorp682.com,1974,Technology,11-50,"Gotham, State, USA",USA,https://linkedin.com/company/oscorpcorp682,3246,3504
683,Wayne Corp 683,waynecorp683.com,1978,Technology,1001-5000,"Palo Alto, England, USA",USA,https://linkedin.com/company/waynecorp683,8644,8953
684,Initech Corp 684,initechcorp684.com,1984,Pharma,1001-5000,"Gotham, NY, USA",USA,https://linkedin.com/company/initechcorp684,7848,8333
685,Initech Corp 685,initechcorp685.com,1970,Engineering,11-50,"Gotham, NY, UK",UK,https://linkedin.com/company/initechcorp685,2561,2784
686,Umbrella Corp 686,umbrellacorp686.com,1995,Software,501-1000,"London, CA, UK",UK,https://linkedin.com/company/umbrellacorp686,1148,1276
687,Umbrella Corp 687,umbrellacorp687.com,2003,Biotech,11-50,"Gotham, NY, USA",USA,https://linkedin.com/company/umbrellacorp687,2990,3424
688,Stark Corp 688,starkcorp688.com,1993,Technology,11-50,"New York, CA, UK",UK,https://linkedin.com/company/starkcorp688,7810,8215
689,Wonka Corp 689,wonkacorp689.com,1976,Industrial,11-50,"London, State, USA",USA,https://linkedin.com/company/wonkacorp689,1282,1579
690,Initech Corp 690,initechcorp690.com,1964,Pharma,51-200,"London, NY, USA",USA,https://linkedin.com/company/initechcorp690,7928,8212
691,Tyrell Corp 691,tyrellcorp691.com,1968,Technology,5001-10000,"Los Angeles, State, USA",USA,https://linkedin.com/company/tyrellcorp691,1733,1901
692,Hooli Corp 692,hoolicorp692.com,2010,Chemicals,201-500,"Raccoon City, State, USA",USA,https://linkedin.com/company/hoolicorp692,8267,8528
693,Wonka Corp 693,wonkacorp693.com,1993,Food & Beverage,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/wonkacorp693,8680,8996
694,Acme Corp 694,acmecorp694.com,1985,Finance,11-50,"Palo Alto, NY, USA",USA,https://linkedin.com/company/acmecorp694,7554,7761
695,Tyrell Corp 695,tyrellcorp695.com,2000,Biotech,501-1000,"London, State, UK",UK,https://linkedin.com/company/tyrellcorp695,4876,5301
696,Acme Corp 696,acmecorp696.com,2001,Food & Beverage,201-500,"Los Angeles, England, USA",USA,https://linkedin.com/company/acmecorp696,6282,6486
697,Wayne Corp 697,waynecorp697.com,1973,Pharma,201-500,"New York, State, USA",USA,https://linkedin.com/company/waynecorp697,3571,3927
698,Stark Corp 698,starkcorp698.com,1964,Tech,201-500,"New York, State, USA",USA,https://linkedin.com/company/starkcorp698,6956,7231
699,Oscorp Corp 699,oscorpcorp699.com,2001,Tech,201-500,"Los Angeles, State, UK",UK,https://linkedin.com/company/oscorpcorp699,7952,8024
700,Initech Corp 700,initechcorp700.com,2013,Finance,501-1000,"New York, CA, USA",USA,https://linkedin.com/company/initechcorp700,6254,6335
701,Acme Corp 701,acmecorp701.com,1985,Food & Beverage,501-1000,"London, NY, UK",UK,https://linkedin.com/company/acmecorp701,6497,6558
702,Oscorp Corp 702,oscorpcorp702.com,1977,Engineering,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/oscorpcorp702,8305,8343
703,Oscorp Corp 703,oscorpcorp703.com,1979,Finance,201-500,"Gotham, CA, UK",UK,https://linkedin.com/company/oscorpcorp703,3014,3363
704,Stark Corp 704,starkcorp704.com,1974,Food & Beverage,501-1000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/starkcorp704,2061,2302
705,Stark Corp 705,starkcorp705.com,1980,Food & Beverage,11-50,"Los Angeles, England, UK",UK,https://linkedin.com/company/starkcorp705,2065,2500
706,Umbrella Corp 706,umbrellacorp706.com,1986,Software,201-500,"Palo Alto, England, USA",USA,https://linkedin.com/company/umbrellacorp706,7538,7576
707,Wayne Corp 707,waynecorp707.com,1964,Technology,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/waynecorp707,5185,5301
708,Acme Corp 708,acmecorp708.com,1961,Engineering,201-500,"Gotham, CA, UK",UK,https://linkedin.com/company/acmecorp708,5011,5324
709,Stark Corp 709,starkcorp709.com,1970,Software,11-50,"Raccoon City, CA, UK",UK,https://linkedin.com/company/starkcorp709,5658,5904
710,Hooli Corp 710,hoolicorp710.com,2002,Chemicals,501-1000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/hoolicorp710,2925,3167
711,Oscorp Corp 711,oscorpcorp711.com,1997,Pharma,201-500,"Gotham, State, UK",UK,https://linkedin.com/company/oscorpcorp711,3326,3709
712,Stark Corp 712,starkcorp712.com,1977,Biotech,11-50,"San Francisco, CA, UK",UK,https://linkedin.com/company/starkcorp712,6582,6884
713,Initech Corp 713,initechcorp713.com,1994,Food & Beverage,11-50,"London, England, USA",USA,https://linkedin.com/company/initechcorp713,4667,4842
714,Initech Corp 714,initechcorp714.com,1964,Biotech,501-1000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/initechcorp714,3456,3893
715,Tyrell Corp 715,tyrellcorp715.com,1989,Technology,201-500,"Palo Alto, CA, USA",USA,https://linkedin.com/company/tyrellcorp715,8782,9104
716,Stark Corp 716,starkcorp716.com,1970,Software,201-500,"New York, England, UK",UK,https://linkedin.com/company/starkcorp716,1041,1520
717,Wayne Corp 717,waynecorp717.com,1964,Engineering,11-50,"San Francisco, State, UK",UK,https://linkedin.com/company/waynecorp717,5246,5473
718,Initech Corp 718,initechcorp718.com,1994,Food & Beverage,501-1000,"Gotham, CA, USA",USA,https://linkedin.com/company/initechcorp718,691,751
719,Umbrella Corp 719,umbrellacorp719.com,1974,Industrial,201-500,"New York, CA, UK",UK,https://linkedin.com/company/umbrellacorp719,399,589
720,Umbrella Corp 720,umbrellacorp720.com,1960,Chemicals,51-200,"London, State, USA",USA,https://linkedin.com/company/umbrellacorp720,5475,5713
721,Globex Corp 721,globexcorp721.com,2022,Chemicals,501-1000,"London, NY, UK",UK,https://linkedin.com/company/globexcorp721,6522,6863
722,Globex Corp 722,globexcorp722.com,1987,Biotech,11-50,"Palo Alto, NY, UK",UK,https://linkedin.com/company/globexcorp722,4110,4380
723,Globex Corp 723,globexcorp723.com,1992,Technology,11-50,"Gotham, NY, USA",USA,https://linkedin.com/company/globexcorp723,7545,7634
724,Acme Corp 724,acmecorp724.com,2020,Engineering,51-200,"Raccoon City, CA, UK",UK,https://linkedin.com/company/acmecorp724,5913,5957
725,Umbrella Corp 725,umbrellacorp725.com,2014,Food & Beverage,51-200,"Palo Alto, CA, UK",UK,https://linkedin.com/company/umbrellacorp725,985,1256
726,Wayne Corp 726,waynecorp726.com,1968,Biotech,201-500,"New York, State, UK",UK,https://linkedin.com/company/waynecorp726,676,1050
727,Wayne Corp 727,waynecorp727.com,2001,Finance,501-1000,"Gotham, State, USA",USA,https://linkedin.com/company/waynecorp727,9183,9668
728,Initech Corp 728,initechcorp728.com,1982,Pharma,51-200,"London, State, UK",UK,https://linkedin.com/company/initechcorp728,4515,4892
729,Acme Corp 729,acmecorp729.com,1981,Technology,5001-10000,"New York, NY, UK",UK,https://linkedin.com/company/acmecorp729,5404,5555
730,Wonka Corp 730,wonkacorp730.com,2018,Engineering,1001-5000,"New York, NY, UK",UK,https://linkedin.com/company/wonkacorp730,2202,2477
731,Initech Corp 731,initechcorp731.com,2001,Tech,501-1000,"Raccoon City, England, UK",UK,https://linkedin.com/company/initechcorp731,5120,5434
732,Tyrell Corp 732,tyrellcorp732.com,1986,Technology,201-500,"Gotham, State, UK",UK,https://linkedin.com/company/tyrellcorp732,4579,4789
733,Umbrella Corp 733,umbrellacorp733.com,2002,Tech,51-200,"Gotham, NY, UK",UK,https://linkedin.com/company/umbrellacorp733,3053,3370
734,Oscorp Corp 734,oscorpcorp734.com,2021,Technology,51-200,"London, NY, UK",UK,https://linkedin.com/company/oscorpcorp734,9820,10123
735,Wonka Corp 735,wonkacorp735.com,1966,Industrial,11-50,"Los Angeles, England, UK",UK,https://linkedin.com/company/wonkacorp735,3902,4039
736,Oscorp Corp 736,oscorpcorp736.com,1970,Industrial,1001-5000,"Gotham, CA, USA",USA,https://linkedin.com/company/oscorpcorp736,5379,5800
737,Stark Corp 737,starkcorp737.com,2001,Engineering,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/starkcorp737,3049,3479
738,Oscorp Corp 738,oscorpcorp738.com,1998,Engineering,11-50,"Los Angeles, England, UK",UK,https://linkedin.com/company/oscorpcorp738,2511,2684
739,Hooli Corp 739,hoolicorp739.com,2007,Finance,201-500,"Raccoon City, State, USA",USA,https://linkedin.com/company/hoolicorp739,8071,8389
740,Tyrell Corp 740,tyrellcorp740.com,1961,Software,11-50,"Los Angeles, England, USA",USA,https://linkedin.com/company/tyrellcorp740,3531,3688
741,Wonka Corp 741,wonkacorp741.com,1980,Pharma,501-1000,"London, England, UK",UK,https://linkedin.com/company/wonkacorp741,1742,1843
742,Stark Corp 742,starkcorp742.com,1976,Industrial,1001-5000,"New York, NY, UK",UK,https://linkedin.com/company/starkcorp742,337,540
743,Wayne Corp 743,waynecorp743.com,2010,Technology,5001-10000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/waynecorp743,4705,5013
744,Umbrella Corp 744,umbrellacorp744.com,1983,Software,11-50,"San Francisco, State, USA",USA,https://linkedin.com/company/umbrellacorp744,9106,9447
745,Tyrell Corp 745,tyrellcorp745.com,1968,Pharma,501-1000,"Raccoon City, England, UK",UK,https://linkedin.com/company/tyrellcorp745,6484,6842
746,Tyrell Corp 746,tyrellcorp746.com,2012,Finance,5001-10000,"Gotham, NY, UK",UK,https://linkedin.com/company/tyrellcorp746,5124,5352
747,Oscorp Corp 747,oscorpcorp747.com,1965,Pharma,5001-10000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/oscorpcorp747,3034,3248
